	卖点	label
3273	看图片误导了	0
3274	浓郁果香	1
3275	鲜嫩芳香诱人	1
3276	根根饱满	1
3277	粉糯鲜香	1
3278	无核更过瘾	1
3279	甜得打脑壳	1
3280	真的有点太小	0
3281	色泽红润鲜亮	1
3282	其它菜不错	0
3283	汁多甘醇	1
3284	甜如蜜	1
3285	但个头太小	0
3286	果肉饱满紧实	1
3287	这次的好难吃	0
3288	爪子基本没有	0
3289	新鲜翠嫩	1
3290	口感绵柔顺滑	1
3291	只有叶子能吃	0
3292	核桃真难吃	0
3293	果实整齐匀称	1
3294	劲道爽口不腻	1
3295	畅饮酷爽滋味	1
3296	不应该叫桃子	0
3297	果实饱满	1
3298	清甜鲜香美味	1
3299	但是我还要买	0
3300	玉米局部腐烂	0
3301	酥香可口	1
3302	清脆爽口多汁	1
3303	撕着吃更有味	1
3304	本来只是便秘	0
3305	真是无语	0
3306	藕藕坏了一半	0
3307	清脆爽口	1
3308	甜脆水润	1
3309	香醇好滋味	1
3310	都坏掉了	0
3311	这么酸啊	0
3312	废弃要好几两	0
3313	缺货严重	0
3314	品控也差	0
3315	个大饱满肥厚	1
3316	都常温了	0
3317	味美多汁	1
3318	还有些还坏了	0
3319	大葱很小	0
3320	东西不好太贵	0
3321	果香浓郁	1
3322	新鲜脆嫩饱满	1
3323	云南百香果好	0
3324	口感酥脆香醇	1
3325	爆甜蜜香脆	1
3326	我能分的清的	0
3327	两个只有	0
3328	个大匀称饱满	1
3329	顺滑绵密	1
3330	一点也甜	0
3331	打开以后很空	0
3332	但还能吃	0
3333	气泡爽口	1
3334	果香芬芳馥郁	1
3335	会是现挖的吗	0
3336	肉厚多汁	1
3337	香辣耐嚼入味	1
3338	雪梨有点软了	0
3339	口感特别难吃	0
3340	薯香浓郁	1
3341	另一个是好的	0
3342	一个发芽	0
3343	有分之一	0
3344	甜脆可口	1
3345	最后全丢了	0
3346	以前买过两次	0
3347	入口绵软柔滑	1
3348	有个别瑕疵	0
3349	颗颗饱满	1
3350	很小还不好吃	0
3351	我们不知道	0
3352	畅饮酷爽滋味	1
3353	小个都有黑点	0
3354	口感绵密	1
3355	果肉新鲜饱满	1
3356	土瓜很硬	0
3357	有些都是坏的	0
3358	看起来一般般	0
3359	清甜奶香	1
3360	但是好酸好硬	0
3361	笋肉洁白鲜嫩	1
3362	跟吃木头一样	0
3363	爽口开胃	1
3364	马上就到期了	0
3365	耽误时间	0
3366	黑木耳的	0
3367	好状态常在线	1
3368	酸甜适口	1
3369	细滑多汁	1
3370	沙瓤多汁	1
3371	只有公斤	0
3372	沒收到货	0
3373	甘润沁心	1
3374	富含膳食纤维	1
3375	茎嫩微甜多汁	1
3376	爆甜多汁味美	1
3377	酸甜好滋味	1
3378	除了水果坑人	0
3379	现在卖有点早	0
3380	香甜水润	1
3381	海苔一股腥味	0
3382	香味浓郁	1
3383	爆甜无籽	1
3384	味甜如蜜	1
3385	根本就不成吃	0
3386	熟水好吸收	1
3387	头头都烂掉了	0
3388	清香软糯不腻	1
3389	颗颗水润新鲜	1
3390	果肉香甜爽口	1
3391	洋葱大小不均	0
3392	部分已腐烂	0
3393	充饥茶点必备	1
3394	农村杂交瓜啊	0
3395	甘甜可口	1
3396	畅饮酷爽滋味	1
3397	没什么豆子	0
3398	剥开之后	0
3399	一点都不细腻	0
3400	不是洋葱	0
3401	重量缺太多	0
3402	我简直无语了	0
3403	花生又小	0
3404	非常喜欢	0
3405	口感顺滑	1
3406	果香芬芳四溢	1
3407	色泽魅蓝诱人	1
3408	舌尖甜到心头	1
3409	入口清香酥脆	1
3410	果肉新鲜水润	1
3411	都不好吃	0
3412	酸甜爽口	1
3413	采用优质原料	1
3414	还有一个黑了	0
3415	果肉是白色的	0
3416	这是要退货的	0
3417	甘润沁心	1
3418	除了价钱平易	0
3419	果肉饱满紧实	1
3420	微辣清脆	1
3421	营养健康	1
3422	看着挺丑	0
3423	色泽诱人	1
3424	苦味浓郁	1
3425	果肉润滑香甜	1
3426	果肉晶莹剔透	1
3427	口感Q弹爽脆	1
3428	脆爽甜如蜜	1
3429	与图差距太大	0
3430	而且很脏	0
3431	回味余甘	1
3432	水分足口感甜	1
3433	叶片松软鲜嫩	1
3434	高钙含量	1
3435	汁水丰沛	1
3436	丝滑浓醇	1
3437	虽然质量不错	0
3438	特别小的	0
3439	甜美多汁	1
3440	网上说的	0
3441	平台卖元两菜	0
3442	入口香甜绵柔	1
3443	爽口好滋味	1
3444	果粒匀称饱满	1
3445	香浓牛奶	1
3446	斤确实没有	0
3447	就跟野杏一样	0
3448	还有也不太甜	0
3449	空的老多	0
3450	味道脆甜浓郁	1
3451	软糯香甜	1
3452	饱满鲜亮	1
3453	爽口解馋美食	1
3454	能不能不水洗	0
3455	鲜嫩秆肥多汁	1
3456	清甜鲜香美味	1
3457	整体一般	0
3458	黑壳花生太多	0
3459	满口酥香	1
3460	唤醒身体活力	1
3461	个别腐烂	0
3462	口感脆甜清香	1
3463	核大肉少	0
3464	椰肉嫩滑Q弹	1
3465	滴滴醇香	1
3466	烂了一点	0
3467	果肉绵密细滑	1
3468	而且也不新鲜	0
3469	到了不新鮮	0
3470	给我回来克个	0
3471	上当一回	0
3472	聚餐好选择	1
3473	个头均匀饱满	1
3474	高蛋白高营养	1
3475	干巴巴的	0
3476	分量十足	1
3477	口感微辣清脆	1
3478	解辣解腻	1
3479	脆爽好滋味	1
3480	想想还是算了	0
3481	甜脆爽口多汁	1
3482	娄量不够	0
3483	坏了一些	0
3484	粉糯鲜香	1
3485	芋头须须好多	0
3486	卤香浓郁入味	1
3487	鲜嫩清甜	1
3488	晶莹剔透	1
3489	鲜香麻辣诱人	1
3490	口感香甜绵软	1
3491	清脆好口感	1
3492	又面又柴	0
3493	柔嫩不腻口	1
3494	就一个是好的	0
3495	松软不腻口	1
3496	汁水充沛	1
3497	口感劲道弹牙	1
3498	就一个小凤爪	0
3499	鲜嫩无筋	1
3500	温和爽口	1
3501	口感清脆	1
3502	新鲜微甜脆口	1
3503	孩子不吃	0
3504	眼睛是摆设吗	0
3505	回来少了六两	0
3506	莲藕不好	0
3507	不建购买	0
3508	皮厚汁少	0
3509	都没水分	0
3510	汁水丰沛	1
3511	已经太老太硬	0
3512	美味畅饮	1
3513	快赶上鸡蛋了	0
3514	口感清甜软糯	1
3515	果肉白嫩透亮	1
3516	内里烂的	0
3517	有点在意外貌	0
3518	吃两口都丢了	0
3519	已经都发潮了	0
3520	玉米比较干	0
3521	粒粒爆汁	1
3522	脆甜无核	1
3523	及了几十块钱	0
3524	酸甜刚刚好	1
3525	就像小枣似的	0
3526	内部发黑	0
3527	绝对不是夸张	0
3528	香甜脆爽	1
3529	西州蜜瓜坏了	0
3530	吸了一口没了	0
3531	皮薄肉厚多汁	1
3532	果实整齐匀称	1
3533	有烂的了	0
3534	明显不够	0
3535	一共三根	0
3536	煮的还行	0
3537	清香扑鼻	1
3538	甘甜爆汁	1
3539	早上蒸了一个	0
3540	好甜的说	0
3541	鲜甜爽口不腻	1
3542	浓郁香甜可口	1
3543	三个玉米	0
3544	梨香四溢	1
3545	花生空的太多	0
3546	希望及时改进	0
3547	共个个是烂的	0
3548	就两三根脚趾	0
3549	效果不好	0
3550	不是密封的	0
3551	都茂芽了	0
3552	都发臭了	0
3553	都吃不动	0
3554	不准退货	0
3555	松脆可口	1
3556	高颜值高甜度	1
3557	锄头挖破了	0
3558	畅饮酷爽滋味	1
3559	不及时退	0
3560	细软绵甜香糯	1
3561	不是甜王西瓜	0
3562	茶韵绵长	1
3563	瓜没有熟	0
3564	果实整齐匀称	1
3565	脆甜脱骨	1
3566	才再次购买	0
3567	香味醇正浓郁	1
3568	干净便捷	0
3569	水果烂的	0
3570	没熟特别涩	0
3571	味道脆甜浓郁	1
3572	这次买了两根	0
3573	口感鲜嫩多汁	1
3574	放了很多天了	0
3575	东西都是苦的	0
3576	清热味道鲜美	1
3577	口感纯正浓厚	1
3578	酸酸甜甜	1
3579	已经略有酒味	0
3580	营养代餐	1
3581	香瓜没熟	0
3582	吃了头疼	0
3583	这是两份贵的	0
3584	粒粒酥脆醇香	1
3585	果肉也硬	0
3586	红艳甜蜜	1
3587	清甜有营养	1
3588	解辣解腻佳品	1
3589	有部分泡了水	0
3590	不耐保存	0
3591	西瓜坏了	0
3592	煲汤清炒佳品	1
3593	就是商家心黑	0
3594	有个这样的	0
3595	皮有点坏	0
3596	像旧核桃泡的	0
3597	普通山药	0
3598	都不是一根的	0
3599	皮不新鲜	0
3600	真的就是垃圾	0
3601	生水的不好吃	0
3602	口感糯沙	1
3603	啥味都没有	0
3604	味美清甜	1
3605	梨都有指甲印	0
3606	石榴不红	0
3607	甘甜爽口	1
3608	微软更香甜	1
3609	好多的都坏了	0
3610	甜而不腻	1
3611	清脆爽口解腻	1
3612	口感比较粗糙	0
3613	吃起来是面的	0
3614	小的太多多了	0
3615	东西很差	0
3616	还没有开始吃	0
3617	果肉有些生脆	0
3618	口感脆嫩爽口	1
3619	还没有花生大	0
3620	童年回忆	1
3621	又白又脆	0
3622	酸甜可口	1
3623	饱满圆润	1
3624	瓜子太小	0
3625	脆甜多汁爽口	1
3626	闻起来臭臭的	0
3627	绿色营养安心	1
3628	根本就是假的	0
3629	太坑人了平台	0
3630	这也是无语了	0
3631	多种吃法	0
3632	清补滋养	1
3633	脆甜生津	1
3634	口感薄脆过瘾	1
3635	还是出芽的	0
3636	入口Q弹紧实	1
3637	都是黑的	0
3638	风沙育佳果	1
3639	口感很差	0
3640	补充胶原蛋白	1
3641	掉得差不多了	0
3642	芋香浓郁诱人	1
3643	而且烂的很多	0
3644	不是很新鲜了	0
3645	微醺不易醉	1
3646	畅享甘醇水润	1
3647	口味清甜美味	1
3648	运输途中压坏	0
3649	不是一般难吃	0
3650	色泽红润鲜亮	1
3651	色泽翠绿诱人	1
3652	有那么大	0
3653	方便清脆干净	1
3654	微辣可口多汁	1
3655	口感浓郁丝滑	1
3656	而且长虫子了	0
3657	貌似烂了	0
3658	豆香浓郁怡人	1
3659	难吃到家	0
3660	皮薄肉厚	1
3661	Q弹爽滑	1
3662	果肉圆润饱满	1
3663	跟鸭蛋一样大	0
3664	煮粥炖汤俱佳	1
3665	入口香甜软糯	1
3666	这是吃的好吧	0
3667	烂了一部分了	0
3668	颗粒饱满	1
3669	一根底部缺损	0
3670	清甜直入心尖	1
3671	饱满果仁	1
3672	口感香甜多汁	1
3673	又青又坏	0
3674	沁人心脾	1
3675	鲜甜美味好吃	1
3676	口感香甜	1
3677	果味浓郁芬芳	1
3678	有些不值	0
3679	满足挑剔味蕾	1
3680	味道鲜美香甜	1
3681	圆润饱满	1
3682	乱七八糟	0
3683	有的一煮就烂	0
3684	全是碎的	0
3685	多汁少核	1
3686	一般不评价	0
3687	畅享甘醇水润	1
3688	吃起来香黄瓜	0
3689	无清醇不青春	1
3690	能闻到泡椒味	0
3691	蒂都烂了	0
3692	纯粮酿造	1
3693	实在不行	0
3694	别买葡萄	0
3695	口感顺滑醇厚	1
3696	口感温润绵长	1
3697	吃起来硬硬的	0
3698	大果在哪	0
3699	甄选原料	1
3700	果肉鲜甜软糯	1
3701	丰富维生素C	1
3702	爽口不油腻	1
3703	酸甜脆爽	1
3704	水润多汁	1
3705	味道都不一样	0
3706	还是藕稍	0
3707	甜蜜可口	1
3708	新鲜美味香浓	1
3709	果肉雪白诱人	1
3710	果肉雪白剔透	1
3711	果形圆润饱满	1
3712	顺滑可口	1
3713	缺货没有提醒	0
3714	杨你一生	1
3715	辣的很	0
3716	汁多味甜	1
3717	牙都差点废点	0
3718	不发就别上架	0
3719	口感鲜甜多汁	1
3720	清香细嫩	1
3721	水果品质一般	0
3722	实际只有斤	0
3723	果肉面糯香甜	1
3724	香甜可口	1
3725	地道选材	1
3726	西瓜跌了	0
3727	快要坏了	0
3728	果肉饱满紧实	1
3729	这个毛芋头	0
3730	果肉酸甜适口	1
3731	脆爽甘甜	1
3732	色正味鲜甜	1
3733	两个玉米	0
3734	回味甘甜清爽	1
3735	清甜又细腻	1
3736	淳厚绵甜	1
3737	锁住新鲜本味	1
3738	粒粒饱满	1
3739	籽仁饱满	1
3740	一颗蔫了	0
3741	里面太多泥了	0
3742	清甜袭人	1
3743	够弹够香够爽	1
3744	真是一次冲好	0
3745	核桃没有味道	0
3746	美味滋养	1
3747	果粒匀称饱满	1
3748	果肉色泽金黄	1
3749	根本不是田王	0
3750	色泽透明纯净	1
3751	肉厚骨香味浓	1
3752	口感不是很甜	0
3753	皮干肉硬	0
3754	哈密瓜不好吃	0
3755	全是锤骨	0
3756	脆甜多汁	1
3757	劲道爽口不腻	1
3758	聚餐好伴侣	1
3759	不到公斤	0
3760	太老了折耳根	0
3761	只有小半瓶	0
3762	只能煮水喝	0
3763	很多坏的黑洞	0
3764	还特别酸骗子	0
3765	越来越差	0
3766	二斤半也不够	0
3767	香甜酥软	1
3768	烘焙好辅料	1
3769	很老很不新鲜	0
3770	果实品质不好	0
3771	这个是什么梨	0
3772	其他没毛病	0
3773	口口嘎嘣脆	1
3774	果肉鲜嫩多汁	1
3775	天然无味精	1
3776	收到后放冰柜	0
3777	口感爽滑醇香	1
3778	就是老了	0
3779	家常可口鲜蔬	1
3780	口感佳味道好	1
3781	这是边角料吧	0
3782	发货一大一小	0
3783	清香脆嫩多汁	1
3784	购买的黄玉米	0
3785	里面虫都在爬	0
3786	色泽嫩绿鲜亮	1
3787	粉糯鲜甜	1
3788	低热量无负担	1
3789	煲剧解馋小食	1
3790	总共多少粒	0
3791	果肉饱满紧实	1
3792	酸酸酸的掉牙	0
3793	解腻不怕胖	1
